chave,NOME,UF,GEOCOD_IBGE,COD_TSE,AJUSTE
pi sao joao do piaui,SÃO JOÃO DO PIAUÍ,PI,2210003,11991,
pi sao jose do divino,SÃO JOSÉ DO DIVINO,PI,2210052,10529,
pi sao jose do peixe,SÃO JOSÉ DO PEIXE,PI,2210102,12017,
pi sao jose do piaui,SÃO JOSÉ DO PIAUÍ,PI,2210201,12033,
pi sao juliao,SÃO JULIÃO,PI,2210300,12050,
pi sao lourenco do piaui,SÃO LOURENÇO DO PIAUÍ,PI,2210359,10561,
pi sao luis do piaui,SÃO LUIS DO PIAUÍ,PI,2210375,12629,
pi sao miguel da baixa grande,SÃO MIGUEL DA BAIXA GRANDE,PI,2210383,12661,
pi sao miguel do fidalgo,SÃO MIGUEL DO FIDALGO,PI,2210391,12700,
pi sao miguel do tapuio,SÃO MIGUEL DO TAPUIO,PI,2210409,12076,
pi sao pedro do piaui,SÃO PEDRO DO PIAUÍ,PI,2210508,12092,
pi sao raimundo nonato,SÃO RAIMUNDO NONATO,PI,2210607,12114,
pi sebastiao barros,SEBASTIÃO BARROS,PI,2210623,12041,
pi sebastiao leal,SEBASTIÃO LEAL,PI,2210631,12068,
pi sigefredo pacheco,SIGEFREDO PACHECO,PI,2210656,10545,
pi simoes,SIMÕES,PI,2210706,12130,
pi simplicio mendes,SIMPLÍCIO MENDES,PI,2210805,12157,
pi socorro do piaui,SOCORRO DO PIAUÍ,PI,2210904,12173,
pi sussuapara,SUSSUAPARA,PI,2210938,12513,
pi tamboril do piaui,TAMBORIL DO PIAUÍ,PI,2210953,12530,
pi tanque do piaui,TANQUE DO PIAUÍ,PI,2210979,12521,
pi teresina,TERESINA,PI,2211001,12190,
pi uniao,UNIÃO,PI,2211100,12211,
pi urucui,URUÇUÍ,PI,2211209,12238,
pi valenca do piaui,VALENÇA DO PIAUÍ,PI,2211308,12254,
pi varzea branca,VÁRZEA BRANCA,PI,2211357,10588,
pi varzea grande,VÁRZEA GRANDE,PI,2211407,12270,
pi vera mendes,VERA MENDES,PI,2211506,12556,
pi vila nova do piaui,VILA NOVA DO PIAUÍ,PI,2211605,12548,
pi wall ferraz,WALL FERRAZ,PI,2211704,12564,
pr abatia,ABATIÁ,PR,4100103,74012,
pr adrianopolis,ADRIANÓPOLIS,PR,4100202,74039,
pr agudos do sul,AGUDOS DO SUL,PR,4100301,74055,
pr almirante tamandare,ALMIRANTE TAMANDARÉ,PR,4100400,74071,
pr altamira do parana,ALTAMIRA DO PARANÁ,PR,4100459,84557,
pr alto paraiso,ALTO PARAÍSO,PR,4128625,74926,
pr alto parana,ALTO PARANÁ,PR,4100608,74098,
pr alto piquiri,ALTO PIQUIRI,PR,4100707,74110,
pr altonia,ALTÔNIA,PR,4100509,79510,
pr alvorada do sul,ALVORADA DO SUL,PR,4100806,74136,
pr amapora,AMAPORÃ,PR,4100905,74152,
pr ampere,AMPÉRE,PR,4101002,74179,
pr anahy,ANAHY,PR,4101051,74101,
pr andira,ANDIRÁ,PR,4101101,74195,
pr angulo,ÂNGULO,PR,4101150,74128,
pr antonina,ANTONINA,PR,4101200,74217,
pr antonio olinto,ANTONIO OLINTO,PR,4101309,74233,
pr apucarana,APUCARANA,PR,4101408,74250,
pr arapongas,ARAPONGAS,PR,4101507,74276,
pr arapoti,ARAPOTI,PR,4101606,74292,
pr arapua,ARAPUÃ,PR,4101655,75108,
pr araruna,ARARUNA,PR,4101705,74314,
pr araucaria,ARAUCÁRIA,PR,4101804,74357,
pr ariranha do ivai,ARIRANHA DO IVAÍ,PR,4101853,75086,
pr assai,ASSAÍ,PR,4101903,74373,
pr assis chateaubriand,ASSIS CHATEAUBRIAND,PR,4102000,79537,
pr astorga,ASTORGA,PR,4102109,74390,
pr atalaia,ATALAIA,PR,4102208,74411,
pr balsa nova,BALSA NOVA,PR,4102307,74438,
pr bandeirantes,BANDEIRANTES,PR,4102406,74454,
pr barbosa ferraz,BARBOSA FERRAZ,PR,4102505,74470,
pr barra do jacare,BARRA DO JACARÉ,PR,4102703,74519,
pr barracao,BARRACÃO,PR,4102604,74497,
pr bela vista da caroba,BELA VISTA DA CAROBA,PR,4102752,75124,
pr bela vista do paraiso,BELA VISTA DO PARAÍSO,PR,4102802,74535,
pr bituruna,BITURUNA,PR,4102901,74551,
pr boa esperanca,BOA ESPERANÇA,PR,4103008,74578,
pr boa esperanca do iguacu,BOA ESPERANÇA DO IGUAÇU,PR,4103024,74144,
pr boa ventura de sao roque,BOA VENTURA DE SÃO ROQUE,PR,4103040,75140,
pr boa vista da aparecida,BOA VISTA DA APARECIDA,PR,4103057,79812,
pr bocaiuva do sul,BOCAIÚVA DO SUL,PR,4103107,74594,
pr bom jesus do sul,BOM JESUS DO SUL,PR,4103156,75167,
pr bom sucesso,BOM SUCESSO,PR,4103206,74616,
pr bom sucesso do sul,BOM SUCESSO DO SUL,PR,4103222,74160,
pr borrazopolis,BORRAZÓPOLIS,PR,4103305,74632,
pr braganey,BRAGANEY,PR,4103354,79839,
pr brasilandia do sul,BRASILÂNDIA DO SUL,PR,4103370,74187,
pr cafeara,CAFEARA,PR,4103404,74659,
pr cafelandia,CAFELÂNDIA,PR,4103453,79855,
pr cafezal do sul,CAFEZAL DO SUL,PR,4103479,74209,
pr california,CALIFÓRNIA,PR,4103503,74675,
pr cambara,CAMBARÁ,PR,4103602,74691,
pr cambe,CAMBÉ,PR,4103701,74713,
pr cambira,CAMBIRA,PR,4103800,74730,
pr campina da lagoa,CAMPINA DA LAGOA,PR,4103909,74756,
pr campina do simao,CAMPINA DO SIMÃO,PR,4103958,75183,
pr campina grande do sul,CAMPINA GRANDE DO SUL,PR,4104006,74772,
pr campo bonito,CAMPO BONITO,PR,4104055,74780,
pr campo do tenente,CAMPO DO TENENTE,PR,4104105,74799,
pr campo largo,CAMPO LARGO,PR,4104204,74810,
pr campo magro,CAMPO MAGRO,PR,4104253,75205,
pr campo mourao,CAMPO MOURÃO,PR,4104303,74837,
pr candido de abreu,CÂNDIDO DE ABREU,PR,4104402,74853,
pr candoi,CANDÓI,PR,4104428,74225,
pr cantagalo,CANTAGALO,PR,4104451,84514,
pr capanema,CAPANEMA,PR,4104501,74870,
pr capitao leonidas marques,CAPITÃO LEÔNIDAS MARQUES,PR,4104600,74896,
pr carambei,CARAMBEÍ,PR,4104659,75221,
pr carlopolis,CARLÓPOLIS,PR,4104709,74918,
pr cascavel,CASCAVEL,PR,4104808,74934,
pr castro,CASTRO,PR,4104907,74950,
pr catanduvas,CATANDUVAS,PR,4105003,74977,
pr centenario do sul,CENTENÁRIO DO SUL,PR,4105102,74993,
pr cerro azul,CERRO AZUL,PR,4105201,75019,
pr ceu azul,CÉU AZUL,PR,4105300,79570,
pr chopinzinho,CHOPINZINHO,PR,4105409,75035,
pr cianorte,CIANORTE,PR,4105508,75051,
pr cidade gaucha,CIDADE GAÚCHA,PR,4105607,75078,
pr clevelandia,CLEVELÂNDIA,PR,4105706,75094,
pr colombo,COLOMBO,PR,4105805,75132,
pr colorado,COLORADO,PR,4105904,75159,
pr congonhinhas,CONGONHINHAS,PR,4106001,75175,
pr conselheiro mairinck,CONSELHEIRO MAIRINCK,PR,4106100,75191,
pr contenda,CONTENDA,PR,4106209,75213,
pr corbelia,CORBÉLIA,PR,4106308,75230,
pr cornelio procopio,CORNÉLIO PROCÓPIO,PR,4106407,75256,
pr coronel domingos soares,CORONEL DOMINGOS SOARES,PR,4106456,75248,
pr coronel vivida,CORONEL VIVIDA,PR,4106506,75272,
pr corumbatai do sul,CORUMBATAÍ DO SUL,PR,4106555,75280,
pr cruz machado,CRUZ MACHADO,PR,4106803,75337,
pr cruzeiro do iguacu,CRUZEIRO DO IGUAÇU,PR,4106571,74241,
pr cruzeiro do oeste,CRUZEIRO DO OESTE,PR,4106605,75299,
pr cruzeiro do sul,CRUZEIRO DO SUL,PR,4106704,75310,
pr cruzmaltina,CRUZMALTINA,PR,4106852,75264,
pr curitiba,CURITIBA,PR,4106902,75353,
pr curiuva,CURIÚVA,PR,4107009,75370,
pr diamante do norte,DIAMANTE DO NORTE,PR,4107108,75396,
pr diamante do sul,DIAMANTE DO SUL,PR,4107124,74268,
pr diamante doeste,DIAMANTE D'OESTE,PR,4107157,75400,
pr dois vizinhos,DOIS VIZINHOS,PR,4107207,75418,
pr douradina,DOURADINA,PR,4107256,84654,
pr doutor camargo,DOUTOR CAMARGO,PR,4107306,75434,
pr doutor ulysses,DOUTOR ULYSSES,PR,4128633,74942,
pr eneas marques,ENÉAS MARQUES,PR,4107405,75450,
pr engenheiro beltrao,ENGENHEIRO BELTRÃO,PR,4107504,75477,
pr entre rios do oeste,ENTRE RIOS DO OESTE,PR,4107538,74284,
pr esperanca nova,ESPERANÇA NOVA,PR,4107520,75302,
pr espigao alto do iguacu,ESPIGÃO ALTO DO IGUAÇU,PR,4107546,75329,
pr farol,FAROL,PR,4107553,74306,
pr faxinal,FAXINAL,PR,4107603,75493,
pr fazenda rio grande,FAZENDA RIO GRANDE,PR,4107652,74322,
pr fenix,FÊNIX,PR,4107702,75515,
pr fernandes pinheiro,FERNANDES PINHEIRO,PR,4107736,75345,
pr figueira,FIGUEIRA,PR,4107751,84573,
pr flor da serra do sul,FLOR DA SERRA DO SUL,PR,4107850,74349,
pr florai,FLORAÍ,PR,4107801,75531,
pr floresta,FLORESTA,PR,4107900,75558,
pr florestopolis,FLORESTÓPOLIS,PR,4108007,75574,
pr florida,FLÓRIDA,PR,4108106,75590,
pr formosa do oeste,FORMOSA DO OESTE,PR,4108205,75612,
pr foz do iguacu,FOZ DO IGUAÇU,PR,4108304,75639,
pr foz do jordao,FOZ DO JORDÃO,PR,4108452,75361,
pr francisco alves,FRANCISCO ALVES,PR,4108320,79774,
pr francisco beltrao,FRANCISCO BELTRÃO,PR,4108403,75655,
pr general carneiro,GENERAL CARNEIRO,PR,4108502,75671,
pr godoy moreira,GODOY MOREIRA,PR,4108551,74004,
pr goioere,GOIOERÊ,PR,4108601,75698,
pr goioxim,GOIOXIM,PR,4108650,75388,
pr grandes rios,GRANDES RIOS,PR,4108700,79596,
pr guaira,GUAÍRA,PR,4108809,75710,
pr guairaca,GUAIRAÇÁ,PR,4108908,75736,
pr guamiranga,GUAMIRANGA,PR,4108957,75426,
pr guapirama,GUAPIRAMA,PR,4109005,75752,
pr guaporema,GUAPOREMA,PR,4109104,75779,
pr guaraci,GUARACI,PR,4109203,75795,
pr guaraniacu,GUARANIAÇU,PR,4109302,75817,
pr guarapuava,GUARAPUAVA,PR,4109401,75833,
pr guaraquecaba,GUARAQUEÇABA,PR,4109500,75850,
pr guaratuba,GUARATUBA,PR,4109609,75876,
pr honorio serpa,HONÓRIO SERPA,PR,4109658,74365,
pr ibaiti,IBAITI,PR,4109708,75892,
pr ibema,IBEMA,PR,4109757,74020,
pr ibipora,IBIPORÃ,PR,4109807,75914,
pr icaraima,ICARAÍMA,PR,4109906,75930,
pr iguaracu,IGUARAÇU,PR,4110003,75957,
pr iguatu,IGUATU,PR,4110052,74381,
pr imbau,IMBAÚ,PR,4110078,75442,
pr imbituva,IMBITUVA,PR,4110102,75973,
pr inacio martins,INÁCIO MARTINS,PR,4110201,75990,
pr inaja,INAJÁ,PR,4110300,76015,
pr indianopolis,INDIANÓPOLIS,PR,4110409,79618,
pr ipiranga,IPIRANGA,PR,4110508,76031,
pr ipora,IPORÃ,PR,4110607,76058,
pr iracema do oeste,IRACEMA DO OESTE,PR,4110656,74403,
pr irati,IRATI,PR,4110706,76074,
pr iretama,IRETAMA,PR,4110805,76090,
pr itaguaje,ITAGUAJÉ,PR,4110904,76112,
pr itaipulandia,ITAIPULÂNDIA,PR,4110953,75000,
pr itambaraca,ITAMBARACÁ,PR,4111001,76139,
pr itambe,ITAMBÉ,PR,4111100,76155,
pr itapejara doeste,ITAPEJARA D'OESTE,PR,4111209,76171,
pr itaperucu,ITAPERUÇU,PR,4111258,74446,
pr itauna do sul,ITAÚNA DO SUL,PR,4111308,76198,
pr ivai,IVAÍ,PR,4111407,76210,
pr ivaipora,IVAIPORÃ,PR,4111506,76236,
pr ivate,IVATÉ,PR,4111555,74462,
pr ivatuba,IVATUBA,PR,4111605,76252,
pr jaboti,JABOTI,PR,4111704,76279,
pr jacarezinho,JACAREZINHO,PR,4111803,76295,
pr jaguapita,JAGUAPITÃ,PR,4111902,76317,
pr jaguariaiva,JAGUARIAÍVA,PR,4112009,76333,
pr jandaia do sul,JANDAIA DO SUL,PR,4112108,76350,
pr janiopolis,JANIÓPOLIS,PR,4112207,76376,
pr japira,JAPIRA,PR,4112306,76392,
pr japura,JAPURÁ,PR,4112405,76414,
pr jardim alegre,JARDIM ALEGRE,PR,4112504,76430,
pr jardim olinda,JARDIM OLINDA,PR,4112603,76457,
pr jataizinho,JATAIZINHO,PR,4112702,76473,
pr jesuitas,JESUÍTAS,PR,4112751,79979,
pr joaquim tavora,JOAQUIM TÁVORA,PR,4112801,76490,
pr jundiai do sul,JUNDIAÍ DO SUL,PR,4112900,76511,
pr juranda,JURANDA,PR,4112959,84638,
pr jussara,JUSSARA,PR,4113007,76538,
pr kalore,KALORÉ,PR,4113106,76554,
pr lapa,LAPA,PR,4113205,76570,
pr laranjal,LARANJAL,PR,4113254,74985,
pr laranjeiras do sul,LARANJEIRAS DO SUL,PR,4113304,76597,
pr leopolis,LEÓPOLIS,PR,4113403,76619,
pr lidianopolis,LIDIANÓPOLIS,PR,4113429,74489,
pr lindoeste,LINDOESTE,PR,4113452,74047,
pr loanda,LOANDA,PR,4113502,76635,
pr lobato,LOBATO,PR,4113601,76651,
pr londrina,LONDRINA,PR,4113700,76678,
pr luiziana,LUIZIANA,PR,4113734,75809,
pr lunardelli,LUNARDELLI,PR,4113759,84590,
pr lupionopolis,LUPIONÓPOLIS,PR,4113809,76694,
pr mallet,MALLET,PR,4113908,76716,
pr mambore,MAMBORÊ,PR,4114005,76732,
pr mandaguacu,MANDAGUAÇU,PR,4114104,76759,
pr mandaguari,MANDAGUARI,PR,4114203,76775,
pr mandirituba,MANDIRITUBA,PR,4114302,76791,
pr manfrinopolis,MANFRINÓPOLIS,PR,4114351,75469,
pr mangueirinha,MANGUEIRINHA,PR,4114401,75116,
pr manoel ribas,MANOEL RIBAS,PR,4114500,76813,
pr marechal candido rondon,MARECHAL CÂNDIDO RONDON,PR,4114609,76830,
pr maria helena,MARIA HELENA,PR,4114708,76856,
pr marialva,MARIALVA,PR,4114807,76872,
pr marilandia do sul,MARILÂNDIA DO SUL,PR,4114906,74330,
pr marilena,MARILENA,PR,4115002,79758,
pr mariluz,MARILUZ,PR,4115101,76899,
pr maringa,MARINGÁ,PR,4115200,76910,
pr mariopolis,MARIÓPOLIS,PR,4115309,76937,
pr maripa,MARIPÁ,PR,4115358,74500,
pr marmeleiro,MARMELEIRO,PR,4115408,76953,
pr marquinho,MARQUINHO,PR,4115457,75485,
pr marumbi,MARUMBI,PR,4115507,76970,
pr matelandia,MATELÂNDIA,PR,4115606,76996,
pr matinhos,MATINHOS,PR,4115705,79634,
pr mato rico,MATO RICO,PR,4115739,74527,
pr maua da serra,MAUÁ DA SERRA,PR,4115754,74543,
pr medianeira,MEDIANEIRA,PR,4115804,77011,
pr mercedes,MERCEDES,PR,4115853,74560,
pr mirador,MIRADOR,PR,4115903,77038,
pr miraselva,MIRASELVA,PR,4116000,77054,
pr missal,MISSAL,PR,4116059,84697,
pr moreira sales,MOREIRA SALES,PR,4116109,77070,
pr morretes,MORRETES,PR,4116208,77097,
pr munhoz de melo,MUNHOZ DE MELO,PR,4116307,77119,
pr nossa senhora das gracas,NOSSA SENHORA DAS GRAÇAS,PR,4116406,77135,
pr nova alianca do ivai,NOVA ALIANÇA DO IVAÍ,PR,4116505,77151,
pr nova america da colina,NOVA AMÉRICA DA COLINA,PR,4116604,77178,
pr nova aurora,NOVA AURORA,PR,4116703,79650,
pr nova cantu,NOVA CANTU,PR,4116802,77194,
pr nova esperanca,NOVA ESPERANÇA,PR,4116901,77216,
pr nova esperanca do sudoeste,NOVA ESPERANÇA DO SUDOESTE,PR,4116950,75027,
pr nova fatima,NOVA FÁTIMA,PR,4117008,77232,
pr nova laranjeiras,NOVA LARANJEIRAS,PR,4117057,74586,
pr nova londrina,NOVA LONDRINA,PR,4117107,77259,
pr nova olimpia,NOVA OLÍMPIA,PR,4117206,79677,
pr nova prata do iguacu,NOVA PRATA DO IGUAÇU,PR,4117255,79952,
pr nova santa barbara,NOVA SANTA BÁRBARA,PR,4117214,74608,
pr nova santa rosa,NOVA SANTA ROSA,PR,4117222,79790,
pr nova tebas,NOVA TEBAS,PR,4117271,75760,
pr novo itacolomi,NOVO ITACOLOMI,PR,4117297,74420,
pr ortigueira,ORTIGUEIRA,PR,4117305,77275,
pr ourizona,OURIZONA,PR,4117404,77291,
pr ouro verde do oeste,OURO VERDE DO OESTE,PR,4117453,74063,
pr paicandu,PAIÇANDU,PR,4117503,77313,
pr palmas,PALMAS,PR,4117602,77330,
pr palmeira,PALMEIRA,PR,4117701,77356,
pr palmital,PALMITAL,PR,4117800,77372,
pr palotina,PALOTINA,PR,4117909,77399,
pr paraiso do norte,PARAÍSO DO NORTE,PR,4118006,77410,
pr paranacity,PARANACITY,PR,4118105,77437,
pr paranagua,PARANAGUÁ,PR,4118204,77453,
pr paranapoema,PARANAPOEMA,PR,4118303,77470,
pr paranavai,PARANAVAÍ,PR,4118402,77496,
pr pato bragado,PATO BRAGADO,PR,4118451,74624,
pr pato branco,PATO BRANCO,PR,4118501,77518,
pr paula freitas,PAULA FREITAS,PR,4118600,77534,
pr paulo frontin,PAULO FRONTIN,PR,4118709,77550,
pr peabiru,PEABIRU,PR,4118808,77577,
pr perobal,PEROBAL,PR,4118857,75507,
pr perola,PÉROLA,PR,4118907,79693,
pr perola doeste,PÉROLA D'OESTE,PR,4119004,77593,
pr pien,PIÊN,PR,4119103,77615,
pr pinhais,PINHAIS,PR,4119152,75043,
pr pinhal de sao bento,PINHAL DE SÃO BENTO,PR,4119251,74640,
pr pinhalao,PINHALÃO,PR,4119202,77631,
pr pinhao,PINHÃO,PR,4119301,77658,
pr pirai do sul,PIRAÍ DO SUL,PR,4119400,77674,
pr piraquara,PIRAQUARA,PR,4119509,77690,
pr pitanga,PITANGA,PR,4119608,77712,
pr pitangueiras,PITANGUEIRAS,PR,4119657,74667,
pr planaltina do parana,PLANALTINA DO PARANÁ,PR,4119707,77739,
pr planalto,PLANALTO,PR,4119806,77755,
pr ponta grossa,PONTA GROSSA,PR,4119905,77771,
pr pontal do parana,PONTAL DO PARANÁ,PR,4119954,75523,
pr porecatu,PORECATU,PR,4120002,77798,
pr porto amazonas,PORTO AMAZONAS,PR,4120101,77810,
pr porto barreiro,PORTO BARREIRO,PR,4120150,75540,
pr porto rico,PORTO RICO,PR,4120200,77836,
pr porto vitoria,PORTO VITÓRIA,PR,4120309,77852,
pr prado ferreira,PRADO FERREIRA,PR,4120333,75566,
pr pranchita,PRANCHITA,PR,4120358,79910,
pr presidente castelo branco,PRESIDENTE CASTELO BRANCO,PR,4120408,77879,
pr primeiro de maio,PRIMEIRO DE MAIO,PR,4120507,77895,
pr prudentopolis,PRUDENTÓPOLIS,PR,4120606,77917,
pr quarto centenario,QUARTO CENTENÁRIO,PR,4120655,75582,
pr quatigua,QUATIGUÁ,PR,4120705,77933,
pr quatro barras,QUATRO BARRAS,PR,4120804,77950,
pr quatro pontes,QUATRO PONTES,PR,4120853,74683,
pr quedas do iguacu,QUEDAS DO IGUAÇU,PR,4120903,79553,
pr querencia do norte,QUERÊNCIA DO NORTE,PR,4121000,77976,
pr quinta do sol,QUINTA DO SOL,PR,4121109,77992,
pr quitandinha,QUITANDINHA,PR,4121208,78018,
pr ramilandia,RAMILÂNDIA,PR,4121257,74705,
pr rancho alegre,RANCHO ALEGRE,PR,4121307,78034,
pr rancho alegre doeste,RANCHO ALEGRE D'OESTE,PR,4121356,74721,
pr realeza,REALEZA,PR,4121406,78050,
pr reboucas,REBOUÇAS,PR,4121505,78077,
pr renascenca,RENASCENÇA,PR,4121604,78093,
pr reserva,RESERVA,PR,4121703,78115,
pr reserva do iguacu,RESERVA DO IGUAÇU,PR,4121752,75604,
pr ribeirao claro,RIBEIRÃO CLARO,PR,4121802,78131,
pr ribeirao do pinhal,RIBEIRÃO DO PINHAL,PR,4121901,78158,
pr rio azul,RIO AZUL,PR,4122008,78174,
pr rio bom,RIO BOM,PR,4122107,78190,
pr rio bonito do iguacu,RIO BONITO DO IGUAÇU,PR,4122156,74748,
pr rio branco do ivai,RIO BRANCO DO IVAÍ,PR,4122172,75620,
pr rio branco do sul,RIO BRANCO DO SUL,PR,4122206,78212,
pr rio negro,RIO NEGRO,PR,4122305,78239,
pr rolandia,ROLÂNDIA,PR,4122404,78255,
pr roncador,RONCADOR,PR,4122503,78271,
pr rondon,RONDON,PR,4122602,78298,
pr rosario do ivai,ROSÁRIO DO IVAÍ,PR,4122651,75744,
pr sabaudia,SABÁUDIA,PR,4122701,78310,
pr salgado filho,SALGADO FILHO,PR,4122800,78336,
pr salto do itarare,SALTO DO ITARARÉ,PR,4122909,78352,
pr salto do lontra,SALTO DO LONTRA,PR,4123006,78379,
pr santa amelia,SANTA AMÉLIA,PR,4123105,78395,
pr santa cecilia do pavao,SANTA CECÍLIA DO PAVÃO,PR,4123204,78417,
pr santa cruz de monte castelo,SANTA CRUZ DE MONTE CASTELO,PR,4123303,78433,
pr santa fe,SANTA FÉ,PR,4123402,78450,
pr santa helena,SANTA HELENA,PR,4123501,79715,
pr santa ines,SANTA INÊS,PR,4123600,78476,
pr santa isabel do ivai,SANTA ISABEL DO IVAÍ,PR,4123709,78492,
pr santa izabel do oeste,SANTA IZABEL DO OESTE,PR,4123808,78514,
pr santa lucia,SANTA LÚCIA,PR,4123824,74764,
pr santa maria do oeste,SANTA MARIA DO OESTE,PR,4123857,74802,
pr santa mariana,SANTA MARIANA,PR,4123907,78530,
pr santa monica,SANTA MÔNICA,PR,4123956,74829,
pr santa tereza do oeste,SANTA TEREZA DO OESTE,PR,4124020,74080,
pr santa terezinha de itaipu,SANTA TEREZINHA DE ITAIPU,PR,4124053,84670,
pr santana do itarare,SANTANA DO ITARARÉ,PR,4124004,78557,
pr santo antonio da platina,SANTO ANTÔNIO DA PLATINA,PR,4124103,78590,
pr santo antonio do caiua,SANTO ANTONIO DO CAIUÁ,PR,4124202,78611,
pr santo antonio do paraiso,SANTO ANTÔNIO DO PARAÍSO,PR,4124301,78638,
pr santo antonio do sudoeste,SANTO ANTÔNIO DO SUDOESTE,PR,4124400,78573,
pr santo inacio,SANTO INÁCIO,PR,4124509,78654,
pr sao carlos do ivai,SÃO CARLOS DO IVAÍ,PR,4124608,78670,
pr sao jeronimo da serra,SÃO JERÔNIMO DA SERRA,PR,4124707,78697,
pr sao joao,SÃO JOÃO,PR,4124806,78719,
pr sao joao do caiua,SÃO JOÃO DO CAIUÁ,PR,4124905,78735,
pr sao joao do ivai,SÃO JOÃO DO IVAÍ,PR,4125001,78751,
pr sao joao do triunfo,SÃO JOÃO DO TRIUNFO,PR,4125100,78778,
pr sao jorge do ivai,SÃO JORGE DO IVAÍ,PR,4125308,78794,
pr sao jorge do patrocinio,SÃO JORGE DO PATROCÍNIO,PR,4125357,79995,
pr sao jorge doeste,SÃO JORGE D'OESTE,PR,4125209,78816,
pr sao jose da boa vista,SÃO JOSÉ DA BOA VISTA,PR,4125407,78832,
pr sao jose das palmeiras,SÃO JOSÉ DAS PALMEIRAS,PR,4125456,84719,
pr sao jose dos pinhais,SÃO JOSÉ DOS PINHAIS,PR,4125506,78859,
pr sao manoel do parana,SÃO MANOEL DO PARANÁ,PR,4125555,74845,
pr sao mateus do sul,SÃO MATEUS DO SUL,PR,4125605,78875,
pr sao miguel do iguacu,SÃO MIGUEL DO IGUAÇU,PR,4125704,78891,
pr sao pedro do iguacu,SÃO PEDRO DO IGUAÇU,PR,4125753,74861,
pr sao pedro do ivai,SÃO PEDRO DO IVAÍ,PR,4125803,78913,
pr sao pedro do parana,SÃO PEDRO DO PARANÁ,PR,4125902,78930,
pr sao sebastiao da amoreira,SÃO SEBASTIÃO DA AMOREIRA,PR,4126009,78956,
pr sao tome,SÃO TOMÉ,PR,4126108,78972,
pr sapopema,SAPOPEMA,PR,4126207,78999,
pr sarandi,SARANDI,PR,4126256,84611,
pr saudade do iguacu,SAUDADE DO IGUAÇU,PR,4126272,75060,
pr senges,SENGÉS,PR,4126306,79014,
pr serranopolis do iguacu,SERRANÓPOLIS DO IGUAÇU,PR,4126355,75647,
pr sertaneja,SERTANEJA,PR,4126405,79030,
pr sertanopolis,SERTANÓPOLIS,PR,4126504,79057,
pr siqueira campos,SIQUEIRA CAMPOS,PR,4126603,79073,
pr sulina,SULINA,PR,4126652,75787,
pr tamarana,TAMARANA,PR,4126678,75663,
pr tamboara,TAMBOARA,PR,4126702,79090,
pr tapejara,TAPEJARA,PR,4126801,79111,
pr tapira,TAPIRA,PR,4126900,79731,
pr teixeira soares,TEIXEIRA SOARES,PR,4127007,79138,
pr telemaco borba,TELÊMACO BORBA,PR,4127106,79154,
pr terra boa,TERRA BOA,PR,4127205,79170,
pr terra rica,TERRA RICA,PR,4127304,79197,
pr terra roxa,TERRA ROXA,PR,4127403,79219,
pr tibagi,TIBAGI,PR,4127502,79235,
pr tijucas do sul,TIJUCAS DO SUL,PR,4127601,79251,
pr toledo,TOLEDO,PR,4127700,79278,
pr tomazina,TOMAZINA,PR,4127809,79294,
pr tres barras do parana,TRÊS BARRAS DO PARANÁ,PR,4127858,79871,
pr tunas do parana,TUNAS DO PARANÁ,PR,4127882,74888,
pr tuneiras do oeste,TUNEIRAS DO OESTE,PR,4127908,79316,
pr tupassi,TUPÃSSI,PR,4127957,79936,
pr turvo,TURVO,PR,4127965,84530,
pr ubirata,UBIRATÃ,PR,4128005,79332,
pr umuarama,UMUARAMA,PR,4128104,79359,
pr uniao da vitoria,UNIÃO DA VITÓRIA,PR,4128203,79375,
pr uniflor,UNIFLOR,PR,4128302,79391,
pr urai,URAÍ,PR,4128401,79413,
pr ventania,VENTANIA,PR,4128534,74900,
pr vera cruz do oeste,VERA CRUZ DO OESTE,PR,4128559,79898,
pr vere,VERÊ,PR,4128609,79456,
pr virmond,VIRMOND,PR,4128658,74969,
pr vitorino,VITORINO,PR,4128708,79472,
pr wenceslau braz,WENCESLAU BRAZ,PR,4128500,79430,
pr xambre,XAMBRÊ,PR,4128807,79499,
rj angra dos reis,ANGRA DOS REIS,RJ,3300100,58017,
rj aperibe,APERIBÉ,RJ,3300159,58181,
rj araruama,ARARUAMA,RJ,3300209,58033,
rj areal,AREAL,RJ,3300225,58220,
rj armacao dos buzios,ARMAÇÃO DOS BÚZIOS,RJ,3300233,58408,
rj arraial do cabo,ARRAIAL DO CABO,RJ,3300258,59277,
rj barra do pirai,BARRA DO PIRAÍ,RJ,3300308,58050,
rj barra mansa,BARRA MANSA,RJ,3300407,58076,
rj belford roxo,BELFORD ROXO,RJ,3300456,58041,
rj bom jardim,BOM JARDIM,RJ,3300506,58092,
rj bom jesus do itabapoana,BOM JESUS DO ITABAPOANA,RJ,3300605,58114,
rj cabo frio,CABO FRIO,RJ,3300704,58130,
rj cachoeiras de macacu,CACHOEIRAS DE MACACU,RJ,3300803,58157,
rj cambuci,CAMBUCI,RJ,3300902,58173,
rj campos dos goytacazes,CAMPOS DOS GOYTACAZES,RJ,3301009,58190,
rj cantagalo,CANTAGALO,RJ,3301108,58211,
rj carapebus,CARAPEBUS,RJ,3300936,58300,
rj cardoso moreira,CARDOSO MOREIRA,RJ,3301157,58068,
rj carmo,CARMO,RJ,3301207,58238,
